num,District Name,Full Name,Party,Percent Votes,fullname_w,party_w,percentvotes_w
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Jonathan Tremblay,NDP-New Democratic Party,18.4,Sylvie Sylvie,Conservative,33.5
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Jean-Roger Vigneau,Liberal,26.9,Sylvie Sylvie,Conservative,33.5
24021,Châteauguay--Lacolle,Sylvain Chicoine,NDP-New Democratic Party,23.1,Brenda Brenda,Liberal,39.1
24021,Châteauguay--Lacolle,Jency Mercier,Green Party,1.9,Brenda Brenda,Liberal,39.1
24021,Châteauguay--Lacolle,Brenda Shanahan,Liberal,39.1,Brenda Brenda,Liberal,39.1
24021,Châteauguay--Lacolle,Philippe St-Pierre,Conservative,11.2,Brenda Brenda,Liberal,39.1
24021,Châteauguay--Lacolle,Sophie Stanké,Bloc Québécois,24.4,Brenda Brenda,Liberal,39.1
24021,Châteauguay--Lacolle,Linda Sullivan,Marxist-Leninist,0.3,Brenda Brenda,Liberal,39.1
24022,Chicoutimi--Le Fjord,Élise Gauthier,Bloc Québécois,20.5,Denis Denis,Liberal,31.1
24022,Chicoutimi--Le Fjord,Denis Lemieux,Liberal,31.1,Denis Denis,Liberal,31.1
24022,Chicoutimi--Le Fjord,Dany Morin,NDP-New Democratic Party,29.7,Denis Denis,Liberal,31.1
24022,Chicoutimi--Le Fjord,Dany St-Gelais,Green Party,2.1,Denis Denis,Liberal,31.1
24022,Chicoutimi--Le Fjord,Caroline Ste-Marie,Conservative,16.6,Denis Denis,Liberal,31.1
24023,Compton--Stanstead,Marie-Claude Bibeau,Liberal,36.9,Marie-Claude Marie-Claude,Liberal,36.9
24023,Compton--Stanstead,France Bonsant,Bloc Québécois,20.7,Marie-Claude Marie-Claude,Liberal,36.9
24023,Compton--Stanstead,Kévin Côté,Rhinoceros,0.6,Marie-Claude Marie-Claude,Liberal,36.9
24023,Compton--Stanstead,Gustavo Labrador,Conservative,12.5,Marie-Claude Marie-Claude,Liberal,36.9
24023,Compton--Stanstead,Korie Marshall,Green Party,1.9,Marie-Claude Marie-Claude,Liberal,36.9
24023,Compton--Stanstead,Jean Rousseau,NDP-New Democratic Party,27.4,Marie-Claude Marie-Claude,Liberal,36.9
24024,Dorval--Lachine--LaSalle,Daniela Chivu,Conservative,11.1,Anju Anju,Liberal,54.9
24024,Dorval--Lachine--LaSalle,Anju Dhillon,Liberal,54.9,Anju Anju,Liberal,54.9
24024,Dorval--Lachine--LaSalle,Vincent J. Carbonneau,Green Party,2.3,Anju Anju,Liberal,54.9
24024,Dorval--Lachine--LaSalle,Isabelle Morin,NDP-New Democratic Party,21.6,Anju Anju,Liberal,54.9
24024,Dorval--Lachine--LaSalle,Soulèye Ndiaye,Independent,0.4,Anju Anju,Liberal,54.9
24024,Dorval--Lachine--LaSalle,Jean-Frédéric Vaudry,Bloc Québécois,9.8,Anju Anju,Liberal,54.9
24025,Drummond,Diane Bourgeois,Bloc Québécois,22.8,François François,NDP-New Democratic Party,30.5
24025,Drummond,François Choquette,NDP-New Democratic Party,30.5,François François,NDP-New Democratic Party,30.5
24025,Drummond,Émile Coderre,Green Party,2.4,François François,NDP-New Democratic Party,30.5
24025,Drummond,Pierre Côté,Liberal,26.5,François François,NDP-New Democratic Party,30.5
24025,Drummond,Pascale Déry,Conservative,17.7,François François,NDP-New Democratic Party,30.5
24026,Gaspésie--Les Îles-de-la-Madeleine,Max Boudreau,Rhinoceros,0.8,Diane Diane,Liberal,38.7
24026,Gaspésie--Les Îles-de-la-Madeleine,Diane Lebouthillier,Liberal,38.7,Diane Diane,Liberal,38.7
24026,Gaspésie--Les Îles-de-la-Madeleine,Jim Morrison,Green Party,1.0,Diane Diane,Liberal,38.7
24026,Gaspésie--Les Îles-de-la-Madeleine,Jean-Pierre Pigeon,Conservative,6.1,Diane Diane,Liberal,38.7
24026,Gaspésie--Les Îles-de-la-Madeleine,Nicolas Roussy,Bloc Québécois,20.9,Diane Diane,Liberal,38.7
24026,Gaspésie--Les Îles-de-la-Madeleine,Philip Toone,NDP-New Democratic Party,32.5,Diane Diane,Liberal,38.7
24027,Gatineau,Luc Angers,Conservative,8.2,Steven Steven,Liberal,53.8
24027,Gatineau,Guy J Bellavance,Independent,0.3,Steven Steven,Liberal,53.8
24027,Gatineau,Philippe Boily,Bloc Québécois,9.4,Steven Steven,Liberal,53.8
24027,Gatineau,Françoise Boivin,NDP-New Democratic Party,26.6,Steven Steven,Liberal,53.8
24027,Gatineau,Guy Dostaler,Green Party,1.6,Steven Steven,Liberal,53.8
24027,Gatineau,Steven MacKinnon,Liberal,53.8,Steven Steven,Liberal,53.8
24027,Gatineau,Pierre Soublière,Marxist-Leninist,0.2,Steven Steven,Liberal,53.8
24028,Hochelaga,Marjolaine Boutin-Sweet,NDP-New Democratic Party,30.9,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Marianne Breton Fontaine,Communist,0.3,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Christine Dandenault,Marxist-Leninist,0.3,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Alexandre Dang,Conservative,6.8,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Nicolas Lemay,Rhinoceros,0.8,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Simon Marchand,Bloc Québécois,27.7,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Marwah Rizqy,Liberal,29.9,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Anne-Marie Saint-Cerny,Green Party,3.2,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Marjolaine Boutin-Sweet,NDP-New Democratic Party,30.9,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Marianne Breton Fontaine,Communist,0.3,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Christine Dandenault,Marxist-Leninist,0.3,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Alexandre Dang,Conservative,6.9,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Nicolas Lemay,Rhinoceros,0.8,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Simon Marchand,Bloc Québécois,27.7,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Marwah Rizqy,Liberal,29.9,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24028,Hochelaga,Anne-Marie Saint-Cerny,Green Party,3.2,Marjolaine Marjolaine,NDP-New Democratic Party,30.9
24029,Honoré-Mercier,Paulina Ayala,NDP-New Democratic Party,16.4,Pablo Pablo,Liberal,56.5
24029,Honoré-Mercier,Audrey Beauséjour,Bloc Québécois,12.9,Pablo Pablo,Liberal,56.5
24029,Honoré-Mercier,Angela Budilean,Green Party,1.6,Pablo Pablo,Liberal,56.5
24029,Honoré-Mercier,Guy Croteau,Conservative,12.1,Pablo Pablo,Liberal,56.5
24029,Honoré-Mercier,Dayana Dejean,Forces et Démocratie - Allier les forces de nos régions,0.3,Pablo Pablo,Liberal,56.5
24029,Honoré-Mercier,Yves Le Seigle,Marxist-Leninist,0.2,Pablo Pablo,Liberal,56.5
24029,Honoré-Mercier,Pablo Rodriguez,Liberal,56.5,Pablo Pablo,Liberal,56.5
24030,Hull--Aylmer,Étienne Boulrice,Conservative,7.7,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Maude Chouinard-Boucher,Bloc Québécois,6.5,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Luc Desjardins,Independent,0.3,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Greg Fergus,Liberal,51.4,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Roger Fleury,Green Party,1.9,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Gabriel Girard-Bernier,Marxist-Leninist,0.2,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Sean J. Mulligan,Christian Heritage Party,0.5,Greg Greg,Liberal,51.4
24030,Hull--Aylmer,Nycole Turmel,NDP-New Democratic Party,31.5,Greg Greg,Liberal,51.4
24031,Joliette,Michel Bourgeois,Liberal,28.2,Gabriel Gabriel,Bloc Québécois,33.3
24031,Joliette,Soheil Eid,Conservative,10.1,Gabriel Gabriel,Bloc Québécois,33.3
24031,Joliette,Danielle Landreville,NDP-New Democratic Party,25.7,Gabriel Gabriel,Bloc Québécois,33.3
24031,Joliette,Robert D. Morais,Forces et Démocratie - Allier les forces de nos régions,0.4,Gabriel Gabriel,Bloc Québécois,33.3
24031,Joliette,Mathieu Morin,Green Party,2.4,Gabriel Gabriel,Bloc Québécois,33.3
24031,Joliette,Gabriel Ste-Marie,Bloc Québécois,33.3,Gabriel Gabriel,Bloc Québécois,33.3
24032,Jonquière,Carmen Budilean,Green Party,1.4,Karine Karine,NDP-New Democratic Party,29.2
24032,Jonquière,Jean-François Caron,Bloc Québécois,23.3,Karine Karine,NDP-New Democratic Party,29.2
24032,Jonquière,Marielle Couture,Rhinoceros,0.8,Karine Karine,NDP-New Democratic Party,29.2
24032,Jonquière,Ursula Larouche,Conservative,16.9,Karine Karine,NDP-New Democratic Party,29.2
24032,Jonquière,Marc Pettersen,Liberal,28.5,Karine Karine,NDP-New Democratic Party,29.2
24032,Jonquière,Karine Trudel,NDP-New Democratic Party,29.2,Karine Karine,NDP-New Democratic Party,29.2
24033,La Pointe-de-l'Île,Mario Beaulieu,Bloc Québécois,33.6,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,Ben 97 Benoit,Rhinoceros,0.6,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,David J. Cox,Green Party,2.0,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,Jean-François Larose,Forces et Démocratie - Allier les forces de nos régions,0.2,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,Guy Morissette,Conservative,8.0,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,Ève Péclet,NDP-New Democratic Party,26.8,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,Geneviève Royer,Marxist-Leninist,0.2,Mario Mario,Bloc Québécois,33.6
24033,La Pointe-de-l'Île,Marie-Chantale Simard,Liberal,28.6,Mario Mario,Bloc Québécois,33.6
24034,La Prairie,Pierre Chicoine,NDP-New Democratic Party,22.9,Jean-Claude Jean-Claude,Liberal,36.5
24034,La Prairie,Normand Chouinard,Marxist-Leninist,0.4,Jean-Claude Jean-Claude,Liberal,36.5
24034,La Prairie,Yves Perras,Conservative,11.9,Jean-Claude Jean-Claude,Liberal,36.5
24034,La Prairie,Christian Picard,Bloc Québécois,26.2,Jean-Claude Jean-Claude,Liberal,36.5
24034,La Prairie,Jean-Claude Poissant,Liberal,36.5,Jean-Claude Jean-Claude,Liberal,36.5
24034,La Prairie,Joanne Tomas,Green Party,2.1,Jean-Claude Jean-Claude,Liberal,36.5
24035,Lac-Saint-Jean,Gisèle Dallaire,NDP-New Democratic Party,28.5,Denis Denis,Conservative,33.3
24035,Lac-Saint-Jean,Sabin Gaudreault,Bloc Québécois,18.4,Denis Denis,Conservative,33.3
24035,Lac-Saint-Jean,Denis Lebel,Conservative,33.3,Denis Denis,Conservative,33.3
24035,Lac-Saint-Jean,Laurence Requilé,Green Party,1.5,Denis Denis,Conservative,33.3
24035,Lac-Saint-Jean,Sabin Simard,Liberal,18.4,Denis Denis,Conservative,33.3
24036,Lac-Saint-Louis,Gabriel Bernier,Bloc Québécois,2.7,Francis Francis,Liberal,64.1
24036,Lac-Saint-Louis,Bradford Dean,Green Party,2.9,Francis Francis,Liberal,64.1
24036,Lac-Saint-Louis,Eric Girard,Conservative,17.4,Francis Francis,Liberal,64.1
24036,Lac-Saint-Louis,Francis Scarpaleggia,Liberal,64.1,Francis Francis,Liberal,64.1
24036,Lac-Saint-Louis,Ryan Young,NDP-New Democratic Party,12.8,Francis Francis,Liberal,64.1
24037,LaSalle--Émard--Verdun,Lorraine Banville,Green Party,3.2,David David,Liberal,43.9
24037,LaSalle--Émard--Verdun,David Lametti,Liberal,43.9,David David,Liberal,43.9
24037,LaSalle--Émard--Verdun,Hélène LeBlanc,NDP-New Democratic Party,29.0,David David,Liberal,43.9
24037,LaSalle--Émard--Verdun,Gilbert Paquette,Bloc Québécois,17.0,David David,Liberal,43.9
24037,LaSalle--Émard--Verdun,Mohammad Zamir,Conservative,6.9,David David,Liberal,43.9
24038,Laurentides--Labelle,Sylvain Charron,Conservative,9.8,David David,Liberal,32.1
24038,Laurentides--Labelle,David Graham,Liberal,32.1,David David,Liberal,32.1
24038,Laurentides--Labelle,Niloufar Hedjazi,Green Party,2.0,David David,Liberal,32.1
24038,Laurentides--Labelle,Simon-Pierre Landry,NDP-New Democratic Party,26.3,David David,Liberal,32.1
24038,Laurentides--Labelle,Johanne Régimbald,Bloc Québécois,29.7,David David,Liberal,32.1
24039,Laurier--Sainte-Marie,Stéphane Beaulieu,Libertarian,1.1,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Julien Bernatchez,Independent,0.3,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Gilles Duceppe,Bloc Québécois,28.7,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Pierre Fontaine,Communist,0.2,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Daniel Gaudreau,Conservative,4.1,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Cyrille Giraud,Green Party,3.5,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Serge Lachapelle,Marxist-Leninist,0.2,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Hélène Laverdière,NDP-New Democratic Party,38.3,Hélène Hélène,NDP-New Democratic Party,38.3
24039,Laurier--Sainte-Marie,Christine Poirier,Liberal,23.7,Hélène Hélène,NDP-New Democratic Party,38.3
24040,Laval--Les Îles,Yvon Breton,Marxist-Leninist,0.3,Fayçal Fayçal,Liberal,47.7
24040,Laval--Les Îles,Roland Dick,Conservative,18.1,Fayçal Fayçal,Liberal,47.7
24040,Laval--Les Îles,Fayçal El-Khoury,Liberal,47.7,Fayçal Fayçal,Liberal,47.7
24040,Laval--Les Îles,François Pilon,NDP-New Democratic Party,19.8,Fayçal Fayçal,Liberal,47.7
24040,Laval--Les Îles,Faiza R'Guiba-Kalogerakis,Green Party,1.7,Fayçal Fayçal,Liberal,47.7
24040,Laval--Les Îles,Nancy Redhead,Bloc Québécois,12.4,Fayçal Fayçal,Liberal,47.7
24041,Longueuil--Charles-LeMoyne,Thomas Barré,Conservative,9.6,Sherry Sherry,Liberal,35.4
24041,Longueuil--Charles-LeMoyne,Pierre Chénier,Marxist-Leninist,0.3,Sherry Sherry,Liberal,35.4
24041,Longueuil--Charles-LeMoyne,Philippe Cloutier,Bloc Québécois,27.0,Sherry Sherry,Liberal,35.4
24041,Longueuil--Charles-LeMoyne,Sadia Groguhé,NDP-New Democratic Party,24.1,Sherry Sherry,Liberal,35.4
24041,Longueuil--Charles-LeMoyne,Mario Leclerc,Green Party,2.9,Sherry Sherry,Liberal,35.4
24041,Longueuil--Charles-LeMoyne,Matthew Iakov Liberman,Rhinoceros,0.6,Sherry Sherry,Liberal,35.4
24041,Longueuil--Charles-LeMoyne,Sherry Romanado,Liberal,35.4,Sherry Sherry,Liberal,35.4
24042,Lévis--Lotbinière,François Belanger,ATN,0.2,Jacques Jacques,Conservative,50.1
24042,Lévis--Lotbinière,Tina Biello,Green Party,1.8,Jacques Jacques,Conservative,50.1
24042,Lévis--Lotbinière,Hélène Bilodeau,NDP-New Democratic Party,14.8,Jacques Jacques,Conservative,50.1
24042,Lévis--Lotbinière,Claude Boucher,Liberal,21.7,Jacques Jacques,Conservative,50.1
24042,Lévis--Lotbinière,Steve Gagné,Bloc Québécois,11.4,Jacques Jacques,Conservative,50.1
24042,Lévis--Lotbinière,Jacques Gourde,Conservative,50.1,Jacques Jacques,Conservative,50.1
24043,Longueuil--Saint-Hubert,Affine Lwalalika,Forces et Démocratie - Allier les forces de nos régions,0.3,Pierre Pierre,NDP-New Democratic Party,31.2
24043,Longueuil--Saint-Hubert,Pierre Nantel,NDP-New Democratic Party,31.2,Pierre Pierre,NDP-New Democratic Party,31.2
24043,Longueuil--Saint-Hubert,Michael O'Grady,Liberal,30.0,Pierre Pierre,NDP-New Democratic Party,31.2
24043,Longueuil--Saint-Hubert,Casandra Poitras,Green Party,2.5,Pierre Pierre,NDP-New Democratic Party,31.2
24043,Longueuil--Saint-Hubert,John Sedlak,Conservative,8.7,Pierre Pierre,NDP-New Democratic Party,31.2
24043,Longueuil--Saint-Hubert,Denis Trudel,Bloc Québécois,27.3,Pierre Pierre,NDP-New Democratic Party,31.2
24044,Louis-Hébert,Jean-Pierre Asselin,Conservative,27.2,Joël Joël,Liberal,34.8
24044,Louis-Hébert,Andrée-Anne Beaudoin-Julien,Green Party,2.5,Joël Joël,Liberal,34.8
24044,Louis-Hébert,Denis Blanchette,NDP-New Democratic Party,20.8,Joël Joël,Liberal,34.8
24044,Louis-Hébert,Stefan Jetchick,Christian Heritage Party,0.2,Joël Joël,Liberal,34.8
24044,Louis-Hébert,Joël Lightbound,Liberal,34.8,Joël Joël,Liberal,34.8
24044,Louis-Hébert,Caroline Pageau,Bloc Québécois,14.4,Joël Joël,Liberal,34.8
24045,Louis-Saint-Laurent,G. Daniel Caron,NDP-New Democratic Party,15.9,Gérard Gérard,Conservative,50.5
24045,Louis-Saint-Laurent,Gérard Deltell,Conservative,50.5,Gérard Gérard,Conservative,50.5
24045,Louis-Saint-Laurent,Youri Rousseau,Liberal,21.4,Gérard Gérard,Conservative,50.5
24045,Louis-Saint-Laurent,Michel Savard,Green Party,1.9,Gérard Gérard,Conservative,50.5
24045,Louis-Saint-Laurent,Ronald Sirard,Bloc Québécois,10.3,Gérard Gérard,Conservative,50.5
24046,Manicouagan,Yvon Boudreau,Conservative,10.3,Marilène Marilène,Bloc Québécois,41.3
24046,Manicouagan,Jonathan Genest-Jourdain,NDP-New Democratic Party,17.5,Marilène Marilène,Bloc Québécois,41.3
24046,Manicouagan,Marilène Gill,Bloc Québécois,41.3,Marilène Marilène,Bloc Québécois,41.3
24046,Manicouagan,Nathan Grills,Green Party,1.6,Marilène Marilène,Bloc Québécois,41.3
24046,Manicouagan,Mario Tremblay,Liberal,29.4,Marilène Marilène,Bloc Québécois,41.3
24047,Mégantic--L'Érable,David Berthiaume,Liberal,28.1,Luc Luc,Conservative,35.4
24047,Mégantic--L'Érable,Luc Berthold,Conservative,35.4,Luc Luc,Conservative,35.4
24047,Mégantic--L'Érable,Jean-François Delisle,NDP-New Democratic Party,22.0,Luc Luc,Conservative,35.4
24047,Mégantic--L'Érable,Justin Gervais,Green Party,2.1,Luc Luc,Conservative,35.4
24047,Mégantic--L'Érable,Virginie Provost,Bloc Québécois,12.3,Luc Luc,Conservative,35.4
24048,Mirabel,Gordon Ferguson,Conservative,10.1,Simon Simon,Bloc Québécois,31.5
24048,Mirabel,Mylène Freeman,NDP-New Democratic Party,30.1,Simon Simon,Bloc Québécois,31.5
24048,Mirabel,Jocelyn Gifford,Green Party,2.2,Simon Simon,Bloc Québécois,31.5
24048,Mirabel,Simon Marcil,Bloc Québécois,31.5,Simon Simon,Bloc Québécois,31.5
24048,Mirabel,Karl Trudel,Liberal,26.1,Simon Simon,Bloc Québécois,31.5
24049,Montarville,Olivier Adam,Green Party,2.4,Michel Michel,Liberal,32.5
24049,Montarville,Stéphane Duranleau,Conservative,10.9,Michel Michel,Liberal,32.5
24049,Montarville,Catherine Fournier,Bloc Québécois,28.4,Michel Michel,Liberal,32.5
24049,Montarville,Claude Leclair,Libertarian,1.1,Michel Michel,Liberal,32.5
24049,Montarville,Michel Picard,Liberal,32.5,Michel Michel,Liberal,32.5
24049,Montarville,Djaouida Sellah,NDP-New Democratic Party,24.7,Michel Michel,Liberal,32.5
24050,Montcalm,Yumi Yow Mei Ang,Green Party,1.8,Luc Luc,Bloc Québécois,36.6
24050,Montcalm,Gisèle DesRoches,Conservative,9.6,Luc Luc,Bloc Québécois,36.6
24050,Montcalm,Martin Leclerc,NDP-New Democratic Party,23.5,Luc Luc,Bloc Québécois,36.6
24050,Montcalm,Manon Perreault,Forces et Démocratie - Allier les forces de nos régions,1.2,Luc Luc,Bloc Québécois,36.6
24050,Montcalm,Louis-Charles Thouin,Liberal,27.3,Luc Luc,Bloc Québécois,36.6
24050,Montcalm,Luc Thériault,Bloc Québécois,36.6,Luc Luc,Bloc Québécois,36.6
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Chantal Breton,Green Party,1.7,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Louis Gagnon,Bloc Québécois,16.1,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bien Gras Gagné,Rhinoceros,0.6,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bernard Généreux,Conservative,29.0,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,François Lapointe,NDP-New Democratic Party,24.2,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Marie-Josée Normand,Liberal,28.4,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Chantal Breton,Green Party,1.7,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Louis Gagnon,Bloc Québécois,16.1,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bien Gras Gagné,Rhinoceros,0.6,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bernard Généreux,Conservative,29.0,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,François Lapointe,NDP-New Democratic Party,24.2,Bernard Bernard,Conservative,29.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Marie-Josée Normand,Liberal,28.4,Bernard Bernard,Conservative,29.0
24052,Mount Royal,Jade Bossé Bélanger,Bloc Québécois,1.9,Anthony Anthony,Liberal,50.3
24052,Mount Royal,Anthony Housefather,Liberal,50.3,Anthony Anthony,Liberal,50.3
24052,Mount Royal,Diane Johnston,Marxist-Leninist,0.3,Anthony Anthony,Liberal,50.3
24052,Mount Royal,Timothy Landry,Green Party,1.6,Anthony Anthony,Liberal,50.3
24052,Mount Royal,Robert Libman,Conservative,37.9,Anthony Anthony,Liberal,50.3
24052,Mount Royal,Mario Jacinto Rimbao,NDP-New Democratic Party,8.1,Anthony Anthony,Liberal,50.3
24053,Notre-Dame-de-Grâce--Westmount,Lisa Julie Cahn,Independent,0.3,Marc Marc,Liberal,57.7
24053,Notre-Dame-de-Grâce--Westmount,Marc Garneau,Liberal,57.7,Marc Marc,Liberal,57.7
24053,Notre-Dame-de-Grâce--Westmount,Rachel Hoffman,Marxist-Leninist,0.4,Marc Marc,Liberal,57.7
24053,Notre-Dame-de-Grâce--Westmount,James Hughes,NDP-New Democratic Party,21.8,Marc Marc,Liberal,57.7
24053,Notre-Dame-de-Grâce--Westmount,Simon Quesnel,Bloc Québécois,2.5,Marc Marc,Liberal,57.7
24053,Notre-Dame-de-Grâce--Westmount,Richard Sagala,Conservative,14.4,Marc Marc,Liberal,57.7
24053,Notre-Dame-de-Grâce--Westmount,Melissa Kate Wheeler,Green Party,3.1,Marc Marc,Liberal,57.7
24054,Outremont,Rachel Bendayan,Liberal,33.5,Tom Tom,NDP-New Democratic Party,44.1
24054,Outremont,Amara Diallo,Green Party,3.6,Tom Tom,NDP-New Democratic Party,44.1
24054,Outremont,Roger Galland Barou,Bloc Québécois,8.4,Tom Tom,NDP-New Democratic Party,44.1
24054,Outremont,Rodolphe Husny,Conservative,9.5,Tom Tom,NDP-New Democratic Party,44.1
24054,Outremont,Tom Mulcair,NDP-New Democratic Party,44.1,Tom Tom,NDP-New Democratic Party,44.1
24054,Outremont,Francis Pouliot,Libertarian,0.5,Tom Tom,NDP-New Democratic Party,44.1
24054,Outremont,Adrien Welsh,Communist,0.4,Tom Tom,NDP-New Democratic Party,44.1
24055,Papineau,Beverly Bernardo,No Affiliation,0.2,Justin Justin,Liberal,52.0
24055,Papineau,Maxime Claveau,Bloc Québécois,12.2,Justin Justin,Liberal,52.0
24055,Papineau,Tommy Gaudet,Rhinoceros,0.6,Justin Justin,Liberal,52.0
24055,Papineau,Anne Lagacé Dowson,NDP-New Democratic Party,25.9,Justin Justin,Liberal,52.0
24055,Papineau,Chris Lloyd,Independent,1.0,Justin Justin,Liberal,52.0
24055,Papineau,Peter Macrisopoulos,Marxist-Leninist,0.3,Justin Justin,Liberal,52.0
24055,Papineau,Danny Polifroni,Green Party,2.8,Justin Justin,Liberal,52.0
24055,Papineau,Justin Trudeau,Liberal,52.0,Justin Justin,Liberal,52.0
24055,Papineau,Yvon Vadnais,Conservative,4.7,Justin Justin,Liberal,52.0
24055,Papineau,Kim Waldron,Independent,0.3,Justin Justin,Liberal,52.0
24056,Pierrefonds--Dollard,Valérie Assouline,Conservative,20.0,Frank Frank,Liberal,58.7
24056,Pierrefonds--Dollard,Frank Baylis,Liberal,58.7,Frank Frank,Liberal,58.7
24056,Pierrefonds--Dollard,Lysane Blanchette-Lamothe,NDP-New Democratic Party,16.4,Frank Frank,Liberal,58.7
24056,Pierrefonds--Dollard,Natalie Laplante,Bloc Québécois,3.5,Frank Frank,Liberal,58.7
24056,Pierrefonds--Dollard,Abraham Weizfeld,Green Party,1.5,Frank Frank,Liberal,58.7
24057,Pontiac,William Amos,Liberal,54.5,William William,Liberal,54.5
24057,Pontiac,Colin Griffiths,Green Party,1.7,William William,Liberal,54.5
24057,Pontiac,Louis Lang,Marxist-Leninist,0.2,William William,Liberal,54.5
24057,Pontiac,Nicolas Lepage,Bloc Québécois,6.9,William William,Liberal,54.5
24057,Pontiac,Pascal Médieu,Forces et Démocratie - Allier les forces de nos régions,0.2,William William,Liberal,54.5
24057,Pontiac,Mathieu Ravignat,NDP-New Democratic Party,22.5,William William,Liberal,54.5
24057,Pontiac,Benjamin Woodman,Conservative,13.9,William William,Liberal,54.5
24058,Portneuf--Jacques-Cartier,David Gauvin,Liberal,21.5,Joël Joël,Conservative,44.0
24058,Portneuf--Jacques-Cartier,Joël Godin,Conservative,44.0,Joël Joël,Conservative,44.0
24058,Portneuf--Jacques-Cartier,Raymond Harvey,Bloc Québécois,10.7,Joël Joël,Conservative,44.0
24058,Portneuf--Jacques-Cartier,Élaine Michaud,NDP-New Democratic Party,22.1,Joël Joël,Conservative,44.0
24058,Portneuf--Jacques-Cartier,Johanne Morin,Green Party,1.8,Joël Joël,Conservative,44.0
24059,Québec,Pierre-Thomas Asselin,Conservative,21.8,Jean-Yves Jean-Yves,Liberal,28.9
24059,Québec,Jean-Yves Duclos,Liberal,28.9,Jean-Yves Jean-Yves,Liberal,28.9
24059,Québec,Normand Fournier,Marxist-Leninist,0.3,Jean-Yves Jean-Yves,Liberal,28.9
24059,Québec,Charles Mordret,Bloc Québécois,18.8,Jean-Yves Jean-Yves,Liberal,28.9
