num,District Name,Full Name,Party,Percent Votes,fullname_w,party_w,percentvotes_w
59027,Saanich--Gulf Islands,Alicia Cormier,NDP-New Democratic Party,9.1,Elizabeth Elizabeth,Green Party,54.4
59027,Saanich--Gulf Islands,Tim Kane,Liberal,16.7,Elizabeth Elizabeth,Green Party,54.4
59027,Saanich--Gulf Islands,Elizabeth May,Green Party,54.4,Elizabeth Elizabeth,Green Party,54.4
59027,Saanich--Gulf Islands,Meghan Jess Porter,Libertarian,0.4,Elizabeth Elizabeth,Green Party,54.4
59028,Skeena--Bulkley Valley,Nathan Cullen,NDP-New Democratic Party,51.1,Nathan Nathan,NDP-New Democratic Party,51.1
59028,Skeena--Bulkley Valley,Brad Layton,Liberal,18.7,Nathan Nathan,NDP-New Democratic Party,51.1
59028,Skeena--Bulkley Valley,Tyler Nesbitt,Conservative,24.8,Nathan Nathan,NDP-New Democratic Party,51.1
59028,Skeena--Bulkley Valley,Jeannie Parnell,Green Party,3.6,Nathan Nathan,NDP-New Democratic Party,51.1
59028,Skeena--Bulkley Valley,Don Spratt,Christian Heritage Party,1.8,Nathan Nathan,NDP-New Democratic Party,51.1
59029,South Okanagan--West Kootenay,Richard Cannings,NDP-New Democratic Party,37.3,Richard Richard,NDP-New Democratic Party,37.3
59029,South Okanagan--West Kootenay,Connie Denesiuk,Liberal,28.1,Richard Richard,NDP-New Democratic Party,37.3
59029,South Okanagan--West Kootenay,Brian Gray,Independent,0.6,Richard Richard,NDP-New Democratic Party,37.3
59029,South Okanagan--West Kootenay,Marshall Neufeld,Conservative,29.8,Richard Richard,NDP-New Democratic Party,37.3
59029,South Okanagan--West Kootenay,Samantha Troy,Green Party,4.2,Richard Richard,NDP-New Democratic Party,37.3
59030,South Surrey--White Rock,Larry Colero,Green Party,3.4,Dianne Lynn Dianne Lynn,Conservative,44.0
59030,South Surrey--White Rock,Judy Higginbotham,Liberal,41.5,Dianne Lynn Dianne Lynn,Conservative,44.0
59030,South Surrey--White Rock,Pixie Hobby,NDP-New Democratic Party,10.4,Dianne Lynn Dianne Lynn,Conservative,44.0
59030,South Surrey--White Rock,Bonnie Hu,Libertarian,0.5,Dianne Lynn Dianne Lynn,Conservative,44.0
59030,South Surrey--White Rock,Brian Marlatt,PC Party,0.2,Dianne Lynn Dianne Lynn,Conservative,44.0
59030,South Surrey--White Rock,Dianne Lynn Watts,Conservative,44.0,Dianne Lynn Dianne Lynn,Conservative,44.0
59031,Steveston--Richmond East,Kenny Chiu,Conservative,38.5,Joe Joe,Liberal,45.1
59031,Steveston--Richmond East,Joe Peschisolido,Liberal,45.1,Joe Joe,Liberal,45.1
59031,Steveston--Richmond East,Laura-Leah Shaw,Green Party,3.7,Joe Joe,Liberal,45.1
59031,Steveston--Richmond East,Scott Stewart,NDP-New Democratic Party,12.1,Joe Joe,Liberal,45.1
59031,Steveston--Richmond East,Matthew Swanston,Libertarian,0.6,Joe Joe,Liberal,45.1
59032,Surrey Centre,Jeremiah Deneault,Green Party,3.5,Randeep Randeep,Liberal,45.1
59032,Surrey Centre,Iqbal Kahlon,Communist,0.3,Randeep Randeep,Liberal,45.1
59032,Surrey Centre,Kevin Pielak,Christian Heritage Party,1.3,Randeep Randeep,Liberal,45.1
59032,Surrey Centre,Jasbir Sandhu,NDP-New Democratic Party,30.1,Randeep Randeep,Liberal,45.1
59032,Surrey Centre,Randeep Sarai,Liberal,45.1,Randeep Randeep,Liberal,45.1
59032,Surrey Centre,Sucha Thind,Conservative,19.8,Randeep Randeep,Liberal,45.1
59033,Surrey--Newton,Sukh Dhaliwal,Liberal,56.0,Sukh Sukh,Liberal,56.0
59033,Surrey--Newton,Pamela Sangha,Green Party,2.2,Sukh Sukh,Liberal,56.0
59033,Surrey--Newton,Jinny Sims,NDP-New Democratic Party,26.1,Sukh Sukh,Liberal,56.0
59033,Surrey--Newton,Harpreet Singh,Conservative,15.7,Sukh Sukh,Liberal,56.0
59034,Vancouver Centre,Elaine Allan,Conservative,16.9,Hedy Hedy,Liberal,56.1
59034,Vancouver Centre,Constance Barnes,NDP-New Democratic Party,20.0,Hedy Hedy,Liberal,56.1
59034,Vancouver Centre,Lisa Barrett,Green Party,5.8,Hedy Hedy,Liberal,56.1
59034,Vancouver Centre,John Clarke,Libertarian,1.1,Hedy Hedy,Liberal,56.1
59034,Vancouver Centre,Hedy Fry,Liberal,56.1,Hedy Hedy,Liberal,56.1
59034,Vancouver Centre,Michael Hill,Marxist-Leninist,0.1,Hedy Hedy,Liberal,56.1
59035,Vancouver East,Anne Jamieson,Marxist-Leninist,0.4,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,Jenny Kwan,NDP-New Democratic Party,49.9,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,James Low,Conservative,10.8,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,Peter Marcus,Communist,0.9,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,D. Alex Millar,Independent,0.4,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,Wes Regan,Green Party,9.2,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,Shawn Vulliez,Pirate,0.3,Jenny Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,Edward Wong,Liberal,28.2,Jenny Jenny,NDP-New Democratic Party,49.9
59036,Vancouver Granville,Michael Barkusky,Green Party,3.1,Jody Jody,Liberal,43.9
59036,Vancouver Granville,Erinn Broshko,Conservative,26.1,Jody Jody,Liberal,43.9
59036,Vancouver Granville,Mira Oreck,NDP-New Democratic Party,26.9,Jody Jody,Liberal,43.9
59036,Vancouver Granville,Jody Wilson-Raybould,Liberal,43.9,Jody Jody,Liberal,43.9
59037,North Island--Powell River,Rachel Blaney,NDP-New Democratic Party,40.2,Rachel Rachel,NDP-New Democratic Party,40.2
59037,North Island--Powell River,Brenda Sayers,Green Party,8.2,Rachel Rachel,NDP-New Democratic Party,40.2
59037,North Island--Powell River,Peter Schwarzhoff,Liberal,25.5,Rachel Rachel,NDP-New Democratic Party,40.2
59037,North Island--Powell River,Laura Smith,Conservative,26.2,Rachel Rachel,NDP-New Democratic Party,40.2
59038,Vancouver Kingsway,Kimball Cariou,Communist,1.0,Don Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Don Davies,NDP-New Democratic Party,45.7,Don Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Matt Kadioglu,Libertarian,1.0,Don Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Steven Kou,Liberal,27.8,Don Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Catherine Moore,Green Party,3.3,Don Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Donna Petersen,Marxist-Leninist,0.2,Don Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Jojo Quimpo,Conservative,21.0,Don Don,NDP-New Democratic Party,45.7
59039,Vancouver Quadra,Scott Andrews,NDP-New Democratic Party,10.9,Joyce Joyce,Liberal,58.7
59039,Vancouver Quadra,Marc Boyer,Radical Marijuana,0.1,Joyce Joyce,Liberal,58.7
59039,Vancouver Quadra,Jean-François Caron,Independent,0.1,Joyce Joyce,Liberal,58.7
59039,Vancouver Quadra,Kris Constable,Green Party,4.2,Joyce Joyce,Liberal,58.7
59039,Vancouver Quadra,Blair Lockhart,Conservative,25.8,Joyce Joyce,Liberal,58.7
59039,Vancouver Quadra,Joyce Murray,Liberal,58.7,Joyce Joyce,Liberal,58.7
59039,Vancouver Quadra,Trevor Clinton Walper,Pirate,0.2,Joyce Joyce,Liberal,58.7
59040,Vancouver South,Charles Boylan,Marxist-Leninist,0.4,Harjit S. Harjit S.,Liberal,48.8
59040,Vancouver South,Raj Gupta,PC Party,0.4,Harjit S. Harjit S.,Liberal,48.8
59040,Vancouver South,Elain Ng,Green Party,2.6,Harjit S. Harjit S.,Liberal,48.8
59040,Vancouver South,Amandeep Nijjar,NDP-New Democratic Party,14.0,Harjit S. Harjit S.,Liberal,48.8
59040,Vancouver South,Harjit S. Sajjan,Liberal,48.8,Harjit S. Harjit S.,Liberal,48.8
59040,Vancouver South,Wai Young,Conservative,33.9,Harjit S. Harjit S.,Liberal,48.8
59041,Victoria,Saul Andersen,Independent,0.2,Murray Murray,NDP-New Democratic Party,42.3
59041,Victoria,Art Lowe,Libertarian,0.7,Murray Murray,NDP-New Democratic Party,42.3
59041,Victoria,Murray Rankin,NDP-New Democratic Party,42.3,Murray Murray,NDP-New Democratic Party,42.3
59041,Victoria,Jordan Reichert,Animal Alliance/Environment Voters,0.3,Murray Murray,NDP-New Democratic Party,42.3
59041,Victoria,John Rizzuti,Conservative,11.8,Murray Murray,NDP-New Democratic Party,42.3
59041,Victoria,Jo-Ann Roberts,Green Party,32.9,Murray Murray,NDP-New Democratic Party,42.3
59041,Victoria,Cheryl Thomas,Liberal,11.8,Murray Murray,NDP-New Democratic Party,42.3
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Carol-Lee Chapman,Marxist-Leninist,0.2,Pam Pam,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Pam Goldsmith-Jones,Liberal,54.6,Pam Pam,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Robin Kehler,Radical Marijuana,0.3,Pam Pam,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Larry Koopman,NDP-New Democratic Party,9.9,Pam Pam,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Ken Melamed,Green Party,8.9,Pam Pam,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,John Weston,Conservative,26.2,Pam Pam,Liberal,54.6
60001,Yukon,Melissa Atkinson,NDP-New Democratic Party,19.4,Larry Larry,Liberal,53.7
60001,Yukon,Larry Bagnell,Liberal,53.7,Larry Larry,Liberal,53.7
60001,Yukon,Ryan Leef,Conservative,24.3,Larry Larry,Liberal,53.7
60001,Yukon,Frank de Jong,Green Party,2.6,Larry Larry,Liberal,53.7
61001,Northwest Territories,Dennis Fraser Bevington,NDP-New Democratic Party,30.5,Michael Michael,Liberal,48.3
61001,Northwest Territories,Michael McLeod,Liberal,48.3,Michael Michael,Liberal,48.3
61001,Northwest Territories,John Moore,Green Party,2.8,Michael Michael,Liberal,48.3
61001,Northwest Territories,Floyd Roland,Conservative,18.3,Michael Michael,Liberal,48.3
62001,Nunavut,Leona Aglukkaq,Conservative,24.8,Hunter Hunter,Liberal,47.1
62001,Nunavut,Jack Iyerak Anawak,NDP-New Democratic Party,26.6,Hunter Hunter,Liberal,47.1
62001,Nunavut,Spencer Rocchi,Green Party,1.5,Hunter Hunter,Liberal,47.1
62001,Nunavut,Hunter Tootoo,Liberal,47.1,Hunter Hunter,Liberal,47.1
